code,name,trading_value
00896,中信綠能及電動車,45450670
00897,富邦基因免疫生技,33473493
00898,國泰基因免疫革命,28277057
00899,FT潔淨能源,1286703
00900,富邦特選高股息30,100418380
00901,永豐智能車供應鏈,13175049
00902,中信電池及儲能,7599545
00903,富邦元宇宙,7147327
00904,台新臺灣半導體30,35362798
00905,FT臺灣Smart,16276119
00907,永豐優息存股,28271146
00908,富邦入息REITs+,1043664
00909,國泰數位支付服務,75259666
00910,第一金太空衛星,29854736
00911,兆豐洲際半導體,27164140
00912,中信臺灣智慧50,5861619
00913,兆豐台灣晶圓製造,43893888
00915,凱基優選高股息30,57480455
00916,國泰全球品牌50,6957301
00917,中信特選金融,16213236
00918,大華優利高填息30,346082202
00919,群益台灣精選高息,1874328269
00920,富邦ESG綠色電力,1809092
00921,兆豐龍頭等權重,3438215
00922,國泰台灣領袖50,342830973
00923,群益台ESG低碳50,172521095
00924,復華S&P500成長,42758368
00926,凱基全球菁英55,12252464
00927,群益半導體收益,243490286
00929,復華台灣科技優息,638169518
00930,永豐ESG低碳高息,12355842
00932,兆豐永續高息等權,10639031
00934,中信成長高股息,101971015
00935,野村臺灣新科技50,271698924
00936,台新永續高息中小,28259942
00938,凱基優選30,46453328
00939,統一台灣高息動能,99247879
00940,元大台灣價值高息,218975807
00941,中信上游半導體,28199842
00943,兆豐電子高息等權,490534
00944,野村趨勢動能高息,3270388
00945B,凱基美國非投等債,29271710
00946,群益科技高息成長,32648699
00947,台新臺灣IC設計,207176747
00949,復華日本龍頭,7332725
00951,台新日本半導體,26028229
00952,凱基台灣AI50,25128641
00953B,群益優選非投等債,184011529
00954,中信日本半導體,18917576
00956,中信日經高股息,1975486
00960,野村全球航運龍頭,111329897
00961,FT臺灣永續高息,179960399
00962,台新AI優息動能,17777421
00963,中信全球高股息,16073620
00964,中信亞太高股息,12540667
00965,元大航太防衛科技,28260282
00971,野村美國研發龍頭,1317015
00972,野村日本動能高息,750169
009800,中信NASDAQ,18644522
009801,中信美國創新科技,8349585
009802,富邦旗艦50,37282427
009803,玉山市值動能50,30308123
009804,聯邦台精彩50,24534798
009805,台新美國電力基建,133817155
009808,華南永昌優選50,5064565
009809,富邦淨零ESG50,3758463
00980A,主動野村臺灣優選,248436551
009810,玉山全球藍籌100,3405130
009811,統一美國50,28583600
009812,野村日本東證,2381504
009813,貝萊德標普卓越50,7289318
009816,凱基台灣TOP50,1300193240
009817,國泰日本不動產,2237687
009818,華南永昌NASDAQxT,3144948
009819,中信數據及電力,47343892
00981A,主動統一台股增長,4393559417
00981T,平衡凱基雙核收息,28749508
009820,元大納斯達克精選,30051982
009821,野村稀土關鍵資源,347958101
009824,群益美國科技巨頭,24550203
009826,貝萊德世界股票,132766388
009829,大華韓國KOSPI50,326185913
00982A,主動群益台灣強棒,449752922
00982D,主動富邦動態入息,2874134
00982T,平衡兆豐台美動能,755625
00983A,主動中信ARK創新,42991834
00983D,主動富邦複合收益,10255728
00984A,主動安聯台灣高息,62972337
00984D,主動聯博全球非投,150443766
00985A,主動野村台灣50,70184287
00985B,群益ESG投等債0-5,61193582
00986A,主動台新龍頭成長,2202370
00987A,主動台新優勢成長,62244051
00988A,主動統一全球創新,369282434
00989A,主動摩根美國科技,9162869
00990A,主動元大AI新經濟,145350597
00991A,主動復華未來50,1293870301
00991B,貝萊德A級公司債,5044445
00992A,主動群益科技創新,629470648
00993A,主動安聯台灣,57780368
00994A,主動第一金台股優,35172570
00995A,主動中信台灣卓越,37911897
00996A,主動兆豐台灣豐收,56207137
00997A,主動群益美國增長,70568482
00999A,主動野村臺灣高息,93974319
01001T,土銀富邦R1,338660
01002T,土銀國泰R1,222083
01004T,土銀富邦R2,624851
01007T,兆豐國泰R2,1418550
01009T,王道圓滿R1,22640
01010T,京城樂富R1,319809
020000,富邦特選蘋果N,372140
020011,統一微波高息20N,0
020012,富邦行動通訊N,0
02001L,富邦蘋果正二N,18426300
020020,元大台股領航N,4618310
020028,元大特選電動車N,930240
020029,元大ESG高股息N,0
020030,統一智慧電動車N,366630
020031,統一IC設計臺灣N,704490
020032,元大綠能N,0
020034,元大IC設計N,455480
020036,元大金融配息N,10460
020037,元大金融高股息N,46840
020038,元大ESG配息N,14250
020039,元大加權N,14560
1101,台泥,879383904
1101B,台泥乙特,304216
1102,亞泥,335191447
1103,嘉泥,3985683
1104,環泥,24621701
1108,幸福,1795773
1109,信大,774274
1110,東泥,1700352
1201,味全,5664416
1203,味王,1782889
1210,大成,40170257
1213,大飲,144840
1215,卜蜂,54721920
1216,統一,726711530
1217,愛之味,4098415
1218,泰山,34934639
1219,福壽,21372936
1220,台榮,450049
1225,福懋油,9262447
1227,佳格,11203972
1229,聯華,48327467
1231,聯華食,18519227
1232,大統益,15646823
1233,天仁,546639
1234,黑松,2920457
1235,興泰,1341486
1236,宏亞,1265148
1256,鮮活果汁-KY,11508993
1301,台塑,2136081675
1303,南亞,21584520229
1304,台聚,49444615
1305,華夏,37876794
1307,三芳,10953470
1308,亞聚,37496259
1309,台達化,36875910
1310,台苯,45406699
1312,國喬,96417945
1312A,國喬特,615250
1313,聯成,48145264
1314,中石化,143480008
1315,達新,4619849
1316,上曜,85059779
1319,東陽,109710736
1321,大洋,17067754
1323,永裕,563306
1324,地球,142990
1325,恆大,2245246
1326,台化,1698320111
1337,再生-KY,1266953
1338,廣華-KY,668358
1339,昭輝,16102793
1340,勝悅-KY,865344
1341,富林-KY,60019
1342,八貫,11006850
1402,遠東新,430312720
1409,新纖,314941242
1410,南染,5797467
1413,宏洲,268411
1414,東和,14500923
1416,廣豐,4998937
1417,嘉裕,1092224
1418,東華,206439
1419,新紡,7504944
1423,利華,443799
1432,大魯閣,741641
1434,福懋,45396041
1435,中福,426025
1436,華友聯,4767105
1437,勤益控,2586409
1438,三地開發,1677983
1439,雋揚,236508
1440,南紡,9502654
1441,大東,95049
1442,名軒,2457123
1443,立益物流,206075
1444,力麗,7598220
1445,大宇,970520
1446,宏和,1678383
1447,力鵬,5077334
1449,佳和,3098687
1451,年興,1363871
1452,宏益,995529
1453,大將,292262
1454,台富,321894
1455,集盛,6335971
1456,怡華,1520349
1457,宜進,747173
1459,聯發,4872265
1460,宏遠,1108924
1463,強盛新,356604
1464,得力,1834314
1465,偉全,1776303
1466,聚隆,3232094
1467,南緯,1792103
1468,昶和,981000
1470,大統新創,275363
1471,首利,2980646
1472,三洋實業,365456
1473,台南,434285
1474,弘裕,276189
1475,業旺,238300
1476,儒鴻,187286370
1477,聚陽,383854361
1503,士電,195383135
1504,東元,305422427
1506,正道,819605
1512,瑞利,494939
1513,中興電,234768439
1514,亞力,59910255
1515,力山,153036327
1516,川飛,261369
1517,利奇,3067600
1519,華城,1175567555
1521,大億,422959
1522,堤維西,6728044
1522A,堤維西甲特,357000
1524,耿鼎,7076554
1525,江申,745988
1526,日馳,2850935
1527,鑽全,3868137
1528,恩德,16169108
1529,樂事綠能,6316460
1530,亞崴,587851
1531,高林股,3388979
1532,勤美,8453032
1533,車王電,1259547
1535,中宇,1028423
1536,和大,34804430
1537,廣隆,19375370
1538,正峰,6165
1539,巨庭,639288
1540,喬福,1995488
1541,錩泰,262750
1558,伸興,8083499
1560,中砂,322741696
1563,巧新,212154513
1568,倉佑,5776447
1582,信錦,30268281
1583,程泰,3424678
1587,吉茂,1772446
1590,亞德客-KY,717909045
1597,直得,97779971
1598,岱宇,2446004
1603,華電,2429215
1604,聲寶,4137265
1605,華新,1071725713
1608,華榮,239227519
1609,大亞,116270072
1611,中電,7926669
1612,宏泰,23711615
1614,三洋電,837831
1615,大山,7629278
1616,億泰,4768714
1617,榮星,6903106
1618,合機,17885250
1623,大東電,12546090
1626,艾美特-KY,1493329
1702,南僑,4188622
1707,葡萄王,58411203
1708,東鹼,155159039
1709,和益,704547147
1710,東聯,77146545
1711,永光,469192157
1712,興農,34648062
1713,國化,2743006
1714,和桐,100632419
1717,長興,553778474
1718,中纖,164394299
1720,生達,4747034
1721,國慶科技,12786277
1722,台肥,80616118
1723,中碳,28702100
1725,元禎,1097319
1726,永記,2266224
1727,中華化,597213392
1730,花仙子,3599106
1731,美吾華,1546133
1732,毛寶,5582647
1733,五鼎,3632520
1734,杏輝,13796397
1735,日勝化,1471580
1736,喬山,23207925
1737,臺鹽,6295473
1752,南光,2191695
1760,寶齡富錦,2641252
1762,中化生,2102735
1773,勝一,36915041
1776,展宇,514142
1783,和康生,2167037
1786,科妍,3999240
1789,神隆,5245313
1795,美時,175629308
1802,台玻,4050985900
1805,寶徠,585485
1806,冠軍,1001653
1808,潤隆,99688041
1809,中釉,117694302
1810,和成,103474934
1817,凱撒衛,1526967
1903,士紙,4719424
1904,正隆,37848210
1905,華紙,16306158
1906,寶隆,611480
1907,永豐餘,30588795
1909,榮成,39025890
2002,中鋼,486625478
2002A,中鋼特,531189
2006,東和鋼鐵,108904855
2007,燁興,1127930
2008,高興昌,1061585
2009,第一銅,267337739
2010,春源,14491585
2012,春雨,798826
2013,中鋼構,2938916
2014,中鴻,18592551
2015,豐興,8191259
2017,官田鋼,2428916
2020,美亞,6352979
2022,聚亨,1411478
2023,燁輝,16425180
2024,志聯,103553
2025,千興,15754448
2027,大成鋼,539543399
2028,威致,1175399
2029,盛餘,7669787
2030,彰源,103953792
2031,新光鋼,41645353
2032,新鋼,7236862
2033,佳大,15122608
2034,允強,25328679
2038,海光,2792926
2049,上銀,731475383
2059,川湖,7161151985
2062,橋椿,1987168
2069,運錩,27851046
2072,世紀風電,47382036
2101,南港,27574252
2102,泰豐,5542386
2103,台橡,84041303
2104,國際中橡,57915515
2105,正新,124359487
2106,建大,33496837
2107,厚生,13951770
2108,南帝,24562865
2109,華豐,1198312
2114,鑫永銓,9908953
2115,六暉-KY,793964
2201,裕隆,34388382
2204,中華,31196437
2206,三陽工業,30688925
2207,和泰車,92318885
2208,台船,34699024
2211,長榮鋼,34618353
2227,裕日車,2407626
2228,劍麟,6303177
2231,為升,24589333
2233,宇隆,226309575
2236,百達-KY,39490148
2237,華德動能-創,4716405
2239,英利-KY,687830
2241,艾姆勒,8697116
2243,宏旭-KY,6654514
2247,汎德永業,4442225
2248,華勝-KY,2189095
2250,IKKA-KY,6445775
2254,巨鎧精密-創,10044200
2258,鴻華先進-創,9608821
2301,光寶科,15584552462
2302,麗正,269805352
2303,聯電,10486344236
2305,全友,319411011
2308,台達電,18615202305
2312,金寶,211447216
2313,華通,6618833780
2314,台揚,1535889
2316,楠梓電,251355540
2317,鴻海,6110716235
2321,東訊,18600
2323,中環,35464826
2324,仁寶,2334061518
2327,國巨*,14734132083
2328,廣宇,53236002
2329,華泰,84185976
2330,台積電,46818064372
2331,精英,11851668
2332,友訊,230787404
2337,旺宏,2952003052
2338,光罩,39131741
2340,台亞,259040141
2342,茂矽,152624134
2344,華邦電,15475554491
2345,智邦,6924401265
2347,聯強,134720318
2348,海悅,14889973
2348A,海悅甲特,1221193
2349,錸德,15202821
2351,順德,1239030070
2352,佳世達,112984332
2353,宏碁,270452444
2354,鴻準,331812722
2355,敬鵬,87244209
2356,英業達,860375769
2357,華碩,3244122071
2359,所羅門,555557395
2360,致茂,4687180960
2362,藍天,56183020
2363,矽統,98621256
2364,倫飛,44725724
2365,昆盈,27995575
2367,燿華,303537579
2368,金像電,8948062507
2369,菱生,126615563
2371,大同,193945398
2373,震旦行,1560789
2374,佳能,350276827
2375,凱美,249893040
2376,技嘉,1846276925
2377,微星,1000620155
2379,瑞昱,883092901
2380,虹光,3974352
2382,廣達,2906519138
2383,台光電,10903340430
2385,群光,187177000
2387,精元,9418165
2388,威盛,222465180
2390,云辰,7178133
2392,正崴,229930381
2393,億光,169904603
2395,研華,1586905575
2397,友通,9245717
2399,映泰,491387269
2401,凌陽,46745468
2402,毅嘉,60361191
2404,漢唐,744100475
2405,輔信,9588377
2406,國碩,93134009
2408,南亞科,31621168190
2409,友達,1606299029
2412,中華電,1065538684
2413,環科,24267847
2414,精技,9618840
2415,錩新,8651722
2417,圓剛,17907074
2419,仲琦,10376403
2420,新巨,48096333
2421,建準,413649144
2423,固緯,10535265
2424,隴華,180741
2425,承啟,32587191
2426,鼎元,7941938649
2427,三商電,7016947
2428,興勤,444412772
2429,銘旺科,10352108
2430,燦坤,1357148
2431,聯昌,630267
2432,倚天酷碁-創,442300
2433,互盛電,817889
2434,統懋,35678244
2436,偉詮電,238961585
2438,翔耀,816199
2439,美律,135690899
2440,太空梭,2550216
2441,超豐,524244808
2442,新美齊,19083341
2444,兆勁,1339937
2449,京元電子,2875515655
2450,神腦,2343385
2451,創見,1129856614
2453,凌群,5820855
2454,聯發科,32482789520
2455,全新,1483930811
2457,飛宏,17876686
2458,義隆,122497673
2459,敦吉,7390142
2460,建通,4567958
2461,光群雷,22332683
2462,良得電,5947708
2464,盟立,1981151520
2465,麗臺,359280748
2466,冠西電,231577914
2467,志聖,631177876
2468,華經,6058611
2471,資通,4601027
2472,立隆電,242384421
2474,可成,549574407
2476,鉅祥,438415819
2477,美隆電,981635
2478,大毅,342420146
2480,敦陽科,42410618
2481,強茂,5900356168
2482,連宇,1890221
2483,百容,23478994
2484,希華,2791938109
2485,兆赫,175462420
2486,一詮,4566869682
2488,漢平,3565071
2489,瑞軒,5391727079
2491,吉祥全,269088404
2492,華新科,3006623315
2493,揚博,351716688
2495,普安,34084596
2496,卓越,369137
2497,怡利電,5935195
2498,宏達電,80485920
2501,國建,38991553
2504,國產,58394921
2505,國揚,3571218
2506,太設,831362
2509,全坤建,6824232
2511,太子,5092360
2514,龍邦,1502893
2515,中工,53326133
2516,新建,1217968
2520,冠德,44351340
2524,京城,2739853
2527,宏璟,22994872
2528,皇普,7283615
2530,華建,6512605
2534,宏盛,4254075
2535,達欣工,10758538
2536,宏普,18571430
2537,聯上發,9820683
2538,基泰,3670062
2539,櫻花建,28455001
2540,愛山林,22366775
2542,興富發,258862322
2543,皇昌,20755745
2545,皇翔,6666510
2546,根基,21557206
2547,日勝生,8917789
2548,華固,67960491
2597,潤弘,64477360
2601,益航,44548496
2603,長榮,6592817312
2605,新興,836016972
2606,裕民,1690017943
2607,榮運,26151224
2608,嘉里大榮,5039186
2609,陽明,9364201699
2610,華航,821724946
2611,志信,32221109
2612,中航,220641365
2613,中櫃,62459405
2614,東森,8433298
2615,萬海,9690438259
2616,山隆,1656878
2617,台航,100613298
2618,長榮航,1224930787
2630,亞航,152769646
2633,台灣高鐵,63957629
2634,漢翔,2137860240
2636,台驊控股,145177794
2637,慧洋-KY,1037105067
2642,宅配通,957757
2645,長榮航太,539135199
2646,星宇航空,50239009
2701,萬企,923926
2702,華園,844691
2704,國賓,6445855
2705,六福,1070389
2706,第一店,663161
2707,晶華,15036016
2712,遠雄來,218452
2722,夏都,800315
2723,美食-KY,112931504
2727,王品,56694468
2731,雄獅,20789046
2739,寒舍,9939936
2748,雲品,2033121
2753,八方雲集,42443693
2762,世界健身-KY,8791154
2801,彰銀,251692260
2812,台中銀,132862228
2816,旺旺保,37913047
2820,華票,88207325
2832,台產,12111201
2834,臺企銀,623666614
2836,高雄銀,7101414
2836A,高雄銀甲特,48200
2838,聯邦銀,55533967
2838A,聯邦銀甲特,684857
2845,遠東銀,151707340
2849,安泰銀,2028905
2850,新產,22471938
2851,中再保,305787678
2852,第一保,35527767
2855,統一證,153794759
2880,華南金,547414503
2881,富邦金,4006286461
2881A,富邦特,3494592
2881B,富邦金乙特,127295
2881C,富邦金丙特,1006450
2882,國泰金,2601222268
2882A,國泰特,8918810
2882B,國泰金乙特,6273789
2883,凱基金,2119091067
2883B,凱基金乙特,10467945
2884,玉山金,1326994279
2885,元大金,915711524
2886,兆豐金,1110383143
2887,台新新光金,1799858889
2887E,台新新光戊特一,4979910
2887F,台新新光戊特二,927411
2887G,台新新光庚特一,2911987
2887H,台新新光庚特二,2461989
2887I,台新新光辛特,54748504
2887Z1,台新新光己特,1296052
2889,國票金,360151111
2890,永豐金,671384574
2891,中信金,1837090958
2891B,中信金乙特,921789
2891C,中信金丙特,202887
2892,第一金,1285900490
2897,王道銀行,61636526
2897B,王道銀乙特,1267934
2901,欣欣,291131
2903,遠百,33450804
2904,匯僑,964378
2905,三商,23757105
2906,高林,4207368
2908,特力,3980987
2910,統領,343767
2911,麗嬰房,688895
2912,統一超,131649471
2913,農林,9140543
2915,潤泰全,118033362
2923,鼎固-KY,6495280
2929,淘帝-KY,666807
2939,永邑-KY,82107
2945,三商家購,254343
3002,歐格,1079810
3003,健和興,27365411
3004,豐達科,25129947
3005,神基,197021572
3006,晶豪科,3288478739
3008,大立光,12376773295
3010,華立,63667065
3011,今皓,3547012
3013,晟銘電,69352672
3014,聯陽,85107597
3015,全漢,15087860
3016,嘉晶,531278114
3017,奇鋐,15993879540
3018,隆銘綠能,319746
3019,亞光,387507520
3021,鴻名,4090740
3022,威強電,120910898
3023,信邦,142845278
3024,憶聲,26844658
3025,星通,18067881
3026,禾伸堂,5143378351
3027,盛達,2954027
3028,增你強,23400510
3029,零壹,68538299
3030,德律,147317478
3031,佰鴻,52065397
3032,偉訓,17108515
3033,威健,184996386
3034,聯詠,2692433675
3035,智原,632120605
3036,文曄,1433041537
3037,欣興,25982191035
3038,全台,2392251
3040,遠見,3543286
3041,揚智,17659691
3042,晶技,2299268847
3043,科風,5167766
3044,健鼎,1386021879
3045,台灣大,1095928071
3046,建碁,11180168
3047,訊舟,6255833
3048,益登,59969993
3049,精金,307794508
3050,鈺德,4028505
3051,力特,11603463
3052,夆典,3671386
3054,立萬利,7305263
3055,蔚華科,216024243
3056,富華新,4658202
3057,喬鼎,1012453
3058,立德,2892414
3059,華晶科,61379520
3060,銘異,18066399
3062,建漢,11470459
3090,日電貿,563345715
3092,鴻碩,3211658
3094,聯傑,83048698
3130,一零四,9890464
3135,凌航,1107382660
3138,耀登,12295400
3149,正達,656479483
3150,鈺寶-創,119965
3164,景岳,504245
3167,大量,2905198803
3168,眾福科,633900
3189,景碩,19562894456
3209,全科,103481139
3229,晟鈦,339622345
3231,緯創,3786187071
3257,虹冠電,11334786
3266,昇陽,724850
3296,勝德,214951
3305,昇貿,94922388
3308,聯德,33975352
3311,閎暉,4973984
3312,弘憶股,26692244
3321,同泰,2615934
3338,泰碩,13934450
3346,麗清,6364430
3356,奇偶,17872243
3376,新日興,541429532
3380,明泰,20980322
3406,玉晶光,6916114156
3413,京鼎,134490777
3416,融程電,31789716
3419,譁裕,1994092
3432,台端,268324
3437,榮創,23429776
3443,創意,13695514970
3447,展達,1356480
3450,聯鈞,9675927064
3481,群創,5425659702
3494,誠研,417616
3501,維熹,4215076
3504,揚明光,600474511
3515,華擎,45135400
3518,柏騰,2809096
3528,安馳,13012244
3530,晶相光,56526103
3532,台勝科,3727896939
3533,嘉澤,2101317105
3535,晶彩科,47323797
3543,州巧,311661836
3545,敦泰,27348756
3550,聯穎,44004480
3557,嘉威,267987
3563,牧德,243617060
3576,聯合再生,126666910
3583,辛耘,858692221
3588,通嘉,10277862
3591,艾笛森,23171253
3592,瑞鼎,31476572
3593,力銘,228166
3596,智易,222842766
3605,宏致,945424749
3607,谷崧,3251144
3617,碩天,100460545
3622,洋華,34563795
3645,達邁,73414017
3652,精聯,2853507
3653,健策,9655762375
3661,世芯-KY,9435379130
3665,貿聯-KY,9697668925
3669,圓展,8698409
3673,TPK-KY,662248510
3679,新至陞,1007217
3686,達能,519896
3694,海華,31819933
3701,大眾控,23432513
3702,大聯大,1286443481
3703,欣陸,20555925
3704,合勤控,50042682
3705,永信,6444359
3706,神達,420565142
3708,上緯投控,32926232
3711,日月光投控,7162079679
3712,永崴投控,44376328
3714,富采,1694317798
3715,定穎投控,347618057
3716,中化控股,10457512
3717,聯嘉投控,21621180
4104,佳醫,6077380
4106,雃博,2524542
4108,懷特,2170200
4119,旭富,3681754
4133,亞諾法,1228919
4137,麗豐-KY,22031207
4142,國光生,36459939
4148,全宇生技-KY,1629690
4155,訊映,1882891
4164,承業醫,6497440
4169,泰宗,11477025
4178,永笙-KY,1343809
4190,佐登-KY,374004
4195,基米-創,722632
4306,炎洲,12472044
4414,如興,1412314
4426,利勤,464539
4438,廣越,4628521
4439,冠星-KY,557283
4440,宜新實業,592702
4441,振大環球,10263910
4526,東台,37684757
4532,瑞智,11460691
4536,拓凱,19626038
4540,全球傳動,45617530
4545,銘鈺,1568000
4551,智伸科,81292205
4552,力達-KY,1910750
4555,氣立,4209092
4557,永新-KY,1430608
4560,強信-KY,36320258
4562,穎漢,2906052
4564,元翎,10924846
4566,時碩工業,101650621
4569,六方科-KY,14619867
4571,鈞興-KY,13040609
4572,駐龍,1546910
4576,大銀微系統,206641983
4581,光隆精密-KY,198954
4582,聚恆-創,2610037
4583,台灣精銳,23785317
4585,達明,50852019
4588,玖鼎電力,1150976
4590,富田-創,20632710
4720,德淵,10378371
4722,國精化,168826368
4736,泰博,97882168
4737,華廣,2510221
4739,康普,214460176
4746,台耀,41235924
4755,三福化,41508361
4763,材料*-KY,344446954
4764,雙鍵,403150152
4766,南寶,38926297
4770,上品,44391933
4771,望隼,104998143
4807,日成-KY,4001180
4904,遠傳,631330256
4906,正文,375616250
4912,聯德控股-KY,29040961
4915,致伸,81244259
4916,事欣科,235015753
4919,新唐,336436341
4927,泰鼎-KY,172017913
4930,燦星網,159260
4934,太極,4832378
4935,茂林-KY,2405025
4938,和碩,540278400
4942,嘉彰,1735174
4943,康控-KY,166249
4949,有成精密,33383002
4952,凌通,23765648
4956,光鋐,368053163
4958,臻鼎-KY,6412319133
4960,誠美材,101988511
4961,天鈺,32874719
4967,十銓,746215480
4968,立積,45588578
4976,佳凌,386780634
4977,眾達-KY,1309479692
4989,榮科,510507724
4994,傳奇,1359628
4999,鑫禾,595933
5007,三星,1423482
5203,訊連,5410320
5215,科嘉-KY,11814184
5222,全訊,16412942
5225,東科-KY,17263111
5234,達興材料,68439869
5236,凌陽創新,14483460
5243,乙盛-KY,69819993
5244,弘凱,8083271
5258,虹堡,10508386
5269,祥碩,899854790
5283,禾聯碩,8274024
5284,jpp-KY,88471024
5285,界霖,130258499
5288,豐祥-KY,6131664
5292,華懋,48609047
5306,桂盟,3516046
5388,中磊,197428168
5434,崇越,276768698
5469,瀚宇博,62432163
5471,松翰,458640663
5484,慧友,7277169
5515,建國,33080988
5519,隆大,4394184
5521,工信,14813438
5522,遠雄,22435079
5525,順天,1589248
5531,鄉林,2854993
5533,皇鼎,745571
5534,長虹,95858827
5538,東明-KY,3978548
5546,永固-KY,1256827
5607,遠雄港,48506596
5608,四維航,401568180
5706,鳳凰,2377629
5871,中租-KY,793953618
5871A,中租-KY甲特,2232866
5876,上海商銀,203883883
5880,合庫金,208840331
5906,台南-KY,81844
5907,大洋-KY,4440548
6005,群益證,121153974
6024,群益期,7402496
6108,競國,90014868
6112,邁達特,16682505
6115,鎰勝,14444115
6116,彩晶,495498123
6117,迎廣,5754197
6120,達運,11398561
6128,上福,865112
6133,金橋,10980817
6136,富爾特,2758800
6139,亞翔,1844661255
6141,柏承,351286202
6142,友勁,2590973
6152,百一,8254808
6153,嘉聯益,46039377
6155,鈞寶,43826221
6164,華興,10609257
6165,浪凡,5778492
6166,凌華,147163670
6168,宏齊,280865368
6176,瑞儀,249205378
6177,達麗,57905879
6183,關貿,3430557
6184,大豐電,4638982
6189,豐藝,20501976
6191,精成科,100706468
6192,巨路,8930185
6196,帆宣,780534829
6197,佳必琪,531174484
6201,亞弘電,947718
6202,盛群,78481529
